,date,code,open,high,low,close,preclose,volume,amount,pctChg
0,2012-01-04,sh.000037,2985.1830,2987.9560,2891.0060,2891.4620,2963.8200,89101900,1004360000.0000,-2.441381
1,2012-01-05,sh.000037,2871.1930,2871.1930,2759.5740,2766.9550,2891.4620,131941400,1769640000.0000,-4.306017
2,2012-01-06,sh.000037,2761.4910,2769.1530,2686.8100,2744.7930,2766.9550,129046200,1541440000.0000,-0.800957
3,2012-01-09,sh.000037,2747.2970,2836.9320,2714.7680,2833.2190,2744.7930,148408200,1773690000.0000,3.221592
4,2012-01-10,sh.000037,2832.1230,2938.3650,2819.6710,2929.5940,2833.2190,192935400,2209730000.0000,3.401608
5,2012-01-11,sh.000037,2932.5950,2942.4600,2900.2050,2920.2880,2929.5940,156731000,1772990000.0000,-0.317652
6,2012-01-12,sh.000037,2910.9820,2953.5470,2902.1840,2913.3710,2920.2880,139661400,1539430000.0000,-0.236860
7,2012-01-13,sh.000037,2912.2040,2916.7190,2796.1320,2803.6580,2913.3710,140548100,1621550000.0000,-3.765848
8,2012-01-16,sh.000037,2783.1750,2783.1750,2694.0890,2695.8270,2803.6580,102210400,1246790000.0000,-3.846085
9,2012-01-17,sh.000037,2700.3480,2811.6050,2642.6100,2806.6420,2695.8270,163855100,2057590000.0000,4.110620
10,2012-01-18,sh.000037,2793.2240,2800.5450,2668.4740,2681.3950,2806.6420,159263400,2095040000.0000,-4.462524
11,2012-01-19,sh.000037,2666.3050,2710.3280,2640.6250,2705.6470,2681.3950,131310600,1685970000.0000,0.904453
12,2012-01-20,sh.000037,2694.2180,2805.3720,2694.1490,2796.8800,2705.6470,296855100,3133680000.0000,3.371944
13,2012-01-30,sh.000037,2803.7050,2803.7050,2751.3170,2762.4300,2796.8800,99678000,1227370000.0000,-1.231728
14,2012-01-31,sh.000037,2760.4110,2770.3100,2744.4750,2762.2370,2762.4300,108398800,1082100000.0000,-0.006982
15,2012-02-01,sh.000037,2762.1230,2793.7030,2753.1710,2763.3470,2762.2370,163775100,1634990000.0000,0.040180
