,date,code,open,high,low,close,preclose,volume,amount,pctChg
0,2015-03-12,sz.399995,5980.2340,6014.7770,5956.0720,6009.9280,0.0000,2443056018,23315610338.0000,0.000000
1,2015-03-13,sz.399995,6025.3620,6161.3260,6008.9060,6093.9740,6009.9280,2722938081,27392354543.0000,1.398459
2,2015-03-16,sz.399995,6137.6840,6232.6310,6097.9040,6232.6310,6093.9740,2789092554,29203023146.0000,2.275309
3,2015-03-17,sz.399995,6336.1830,6495.5830,6336.1830,6430.5380,6232.6310,5057157463,50179366476.0000,3.175340
4,2015-03-18,sz.399995,6412.5900,6532.8290,6389.2710,6530.7250,6430.5380,4057012296,41416569564.0000,1.557988
5,2015-03-19,sz.399995,6547.5590,6883.2500,6490.3960,6830.4240,6530.7250,6116895239,65817922832.0000,4.589057
6,2015-03-20,sz.399995,6844.0170,6922.4470,6764.4400,6814.8800,6830.4240,5159669067,59098053002.0000,-0.227562
7,2015-03-23,sz.399995,6883.5160,7119.9610,6883.5160,7104.4180,6814.8800,5091829532,59455966103.0000,4.248616
8,2015-03-24,sz.399995,7147.4630,7237.2210,6859.0110,7225.9470,7104.4180,6006288860,71247915150.0000,1.710609
9,2015-03-25,sz.399995,7207.6350,7431.7470,7094.5850,7271.8310,7225.9470,4910339761,60503877587.0000,0.634987
10,2015-03-26,sz.399995,7198.3550,7309.9310,7072.5730,7163.4580,7271.8310,4992436239,57492931217.0000,-1.490313
11,2015-03-27,sz.399995,7172.7790,7424.3880,7164.0040,7351.3460,7163.4580,4933169055,54756037962.0000,2.622870
12,2015-03-30,sz.399995,7456.7720,7803.4440,7456.7720,7772.6070,7351.3460,6850697884,78037185598.0000,5.730396
13,2015-03-31,sz.399995,7932.3320,7988.6060,7635.3600,7645.2820,7772.6070,6952816023,79862287671.0000,-1.638133
14,2015-04-01,sz.399995,7691.8130,7813.0320,7634.3410,7775.1980,7645.2820,4643678113,55894553716.0000,1.699303
15,2015-04-02,sz.399995,7793.0550,7798.0700,7675.2590,7758.9640,7775.1980,3892650278,46681896670.0000,-0.208791
16,2015-04-03,sz.399995,7715.1120,7773.3210,7674.7690,7763.2050,7758.9640,3754706775,48060669689.0000,0.054649
17,2015-04-07,sz.399995,7845.6930,7921.8540,7799.8740,7894.2590,7763.2050,4235985962,55210052735.0000,1.688152
18,2015-04-08,sz.399995,7901.7600,8187.8670,7824.0410,8044.9820,7894.2590,6328518965,81969760710.0000,1.909275
19,2015-04-09,sz.399995,8028.4620,8030.6740,7651.2200,7833.1510,8044.9820,4624779447,59423334998.0000,-2.633083
20,2015-04-10,sz.399995,7807.1740,7992.0830,7753.2580,7986.7250,7833.1510,3401306884,46051567518.0000,1.960561
21,2015-04-13,sz.399995,8020.9960,8306.3210,8020.6400,8274.2600,7986.7250,5370143281,71927179373.0000,3.600157
22,2015-04-14,sz.399995,8303.8390,8656.1280,8174.9410,8586.1550,8274.2600,6258710172,84889222758.0000,3.769467
23,2015-04-15,sz.399995,8651.4220,9065.6400,8528.6600,8676.5770,8586.1550,8019517336,108507585215.0000,1.053113
24,2015-04-16,sz.399995,8494.3570,8863.1880,8253.2500,8683.8840,8676.5770,5724695600,79543172965.0000,0.084211
25,2015-04-17,sz.399995,8732.2040,9194.2680,8732.2040,9136.5640,8683.8840,7043972904,101496775022.0000,5.212883
26,2015-04-20,sz.399995,9251.4720,9665.2960,9077.0060,9499.4910,9136.5640,9875764533,141808970536.0000,3.972245
27,2015-04-21,sz.399995,9423.6460,9490.1650,8996.5900,9270.7600,9499.4910,7219228678,100393138698.0000,-2.407828
28,2015-04-22,sz.399995,9206.1780,9574.5080,9073.8790,9420.4440,9270.7600,5813244156,84819746225.0000,1.614588
29,2015-04-23,sz.399995,9457.8690,9577.9980,9321.2570,9437.9850,9420.4440,5424969358,75367635380.0000,0.186202
30,2015-04-24,sz.399995,9359.9930,9693.7290,9222.1630,9567.8240,9437.9850,5485969391,80174756107.0000,1.375705
31,2015-04-27,sz.399995,9770.5200,10082.9500,9637.9710,10064.7100,9567.8240,7082931791,109453088349.0000,5.193268
32,2015-04-28,sz.399995,10033.3900,10431.3300,9956.2930,10167.1300,10064.7100,7297799554,118073958338.0000,1.017595
33,2015-04-29,sz.399995,10121.5300,10282.2900,9806.8000,10056.0300,10167.1300,5746878382,88864549769.0000,-1.092724
