,date,code,open,high,low,close,preclose,volume,amount,pctChg
0,2012-01-04,sh.000038,2606.3940,2610.3800,2559.3490,2561.0310,2590.2690,789128900,6022740000.0000,-1.128764
1,2012-01-05,sh.000038,2557.8160,2624.8190,2557.0880,2583.1030,2561.0310,1437083800,10634930000.0000,0.861841
2,2012-01-06,sh.000038,2580.0740,2607.0430,2573.3410,2601.9950,2583.1030,985034200,7544240000.0000,0.731372
3,2012-01-09,sh.000038,2600.4240,2671.8370,2586.4910,2669.3030,2601.9950,1497230600,11876270000.0000,2.586779
4,2012-01-10,sh.000038,2667.4320,2728.2610,2663.8330,2722.1030,2669.3030,1496355100,12784870000.0000,1.978046
5,2012-01-11,sh.000038,2718.9980,2729.5540,2693.0470,2701.6680,2722.1030,898195900,7775720000.0000,-0.750709
6,2012-01-12,sh.000038,2698.2830,2745.7900,2695.9560,2717.8040,2701.6680,970425300,8290850000.0000,0.597260
7,2012-01-13,sh.000038,2720.5260,2734.7120,2676.5320,2697.5570,2717.8040,900751900,7439900000.0000,-0.744979
8,2012-01-16,sh.000038,2686.3690,2709.8380,2676.7600,2677.5810,2697.5570,566400000,5184850000.0000,-0.740516
9,2012-01-17,sh.000038,2681.1970,2774.3740,2648.4830,2771.7300,2677.5810,1428489900,12037230000.0000,3.516193
10,2012-01-18,sh.000038,2761.9460,2788.1970,2729.0850,2736.1360,2771.7300,1110108300,9591000000.0000,-1.284180
11,2012-01-19,sh.000038,2741.3940,2800.8730,2740.0310,2795.9210,2736.1360,1267575800,11281160000.0000,2.185012
12,2012-01-20,sh.000038,2807.2580,2852.1100,2797.8310,2844.7760,2795.9210,1436466300,12924060000.0000,1.747366
13,2012-01-30,sh.000038,2845.2970,2845.2970,2782.5450,2783.3220,2844.7760,1075961800,9102270000.0000,-2.160235
14,2012-01-31,sh.000038,2787.4830,2803.5940,2771.5070,2785.5700,2783.3220,647734000,5701990000.0000,0.080768
15,2012-02-01,sh.000038,2778.4780,2795.4700,2732.5750,2737.9220,2785.5700,700344400,6347650000.0000,-1.710528
16,2012-02-02,sh.000038,2749.4400,2830.4540,2741.5700,2830.4540,2737.9220,1153468100,10460840000.0000,3.379642
17,2012-02-03,sh.000038,2820.8390,2869.7070,2814.6410,2855.3650,2830.4540,1296463100,11889300000.0000,0.880102
18,2012-02-06,sh.000038,2858.5380,2869.5160,2819.3840,2837.9670,2855.3650,1009021900,8814190000.0000,-0.609307
19,2012-02-07,sh.000038,2820.3250,2826.2230,2769.2080,2784.8890,2837.9670,883201600,7954710000.0000,-1.870287
20,2012-02-08,sh.000038,2782.9390,2862.9770,2780.6850,2855.6820,2784.8890,1128342000,9278860000.0000,2.542039
21,2012-02-09,sh.000038,2858.2440,2869.3000,2840.3560,2851.6790,2855.6820,1143113500,10206650000.0000,-0.140174
22,2012-02-10,sh.000038,2841.8070,2886.6790,2835.1120,2846.7120,2851.6790,1274998700,10995100000.0000,-0.174179
23,2012-02-13,sh.000038,2810.4770,2853.4980,2800.1630,2822.9230,2846.7120,1077526400,9481990000.0000,-0.835659
24,2012-02-14,sh.000038,2817.6220,2819.1650,2785.4030,2804.4000,2822.9230,844089100,7797330000.0000,-0.656171
25,2012-02-15,sh.000038,2795.0630,2842.1170,2790.0900,2821.7990,2804.4000,1050185500,9610320000.0000,0.620424
26,2012-02-16,sh.000038,2820.1450,2830.7910,2795.1870,2810.1480,2821.7990,1013564100,8560780000.0000,-0.412897
27,2012-02-17,sh.000038,2831.0020,2837.1880,2808.0510,2822.9900,2810.1480,775067800,6848520000.0000,0.456988
28,2012-02-20,sh.000038,2866.6870,2868.6840,2825.6720,2828.7090,2822.9900,1103436800,10391060000.0000,0.202586
29,2012-02-21,sh.000038,2833.5700,2852.1410,2811.7690,2850.2690,2828.7090,824554700,7398680000.0000,0.762187
30,2012-02-22,sh.000038,2852.0410,2880.7640,2833.6290,2875.0930,2850.2690,1510555800,13482220000.0000,0.870934
31,2012-02-23,sh.000038,2871.2300,2879.7810,2858.6180,2869.2910,2875.0930,1096673700,9820090000.0000,-0.201802
32,2012-02-24,sh.000038,2870.9530,2915.3390,2861.7590,2914.9770,2869.2910,1850230800,16045300000.0000,1.592241
33,2012-02-27,sh.000038,2924.3110,2948.7980,2912.0210,2912.9000,2914.9770,2070172900,18625720000.0000,-0.071258
34,2012-02-28,sh.000038,2912.5460,2948.1300,2912.4890,2935.8260,2912.9000,1604967800,13316210000.0000,0.787052
35,2012-02-29,sh.000038,2929.2990,2929.2990,2896.8080,2901.6090,2935.8260,999338600,8934810000.0000,-1.165500
36,2012-03-01,sh.000038,2893.3290,2916.3600,2892.1310,2901.4900,2901.6090,669225000,6121060000.0000,-0.004098
37,2012-03-02,sh.000038,2904.4020,2948.0140,2904.4020,2947.3170,2901.4900,1293161400,11391240000.0000,1.579427
38,2012-03-05,sh.000038,2955.1390,2960.1710,2920.0680,2920.8280,2947.3170,1313329400,12162060000.0000,-0.898750
39,2012-03-06,sh.000038,2912.3440,2916.6110,2870.5130,2876.5330,2920.8280,1213489400,12626690000.0000,-1.516519
40,2012-03-07,sh.000038,2852.5810,2880.2790,2849.5950,2852.6840,2876.5330,1078794200,10034290000.0000,-0.829084
41,2012-03-08,sh.000038,2863.8480,2903.5510,2863.8480,2887.2850,2852.6840,1232242100,11967430000.0000,1.212922
42,2012-03-09,sh.000038,2895.8710,2898.6800,2873.7610,2892.9030,2887.2850,1040145000,9312490000.0000,0.194583
43,2012-03-12,sh.000038,2885.1770,2887.7600,2842.7570,2861.2650,2892.9030,1230349300,11536450000.0000,-1.093648
44,2012-03-13,sh.000038,2858.9850,2896.0640,2857.8100,2892.1340,2861.2650,963598900,9169070000.0000,1.078863
45,2012-03-14,sh.000038,2909.1200,2924.5250,2831.1620,2836.8880,2892.1340,1915363800,16904280000.0000,-1.910219
46,2012-03-15,sh.000038,2837.4220,2860.1580,2819.6870,2819.6870,2836.8880,1389360400,10951770000.0000,-0.606331
47,2012-03-16,sh.000038,2825.9040,2848.3520,2809.6730,2839.7650,2819.6870,1082192200,9243930000.0000,0.712061
48,2012-03-19,sh.000038,2832.4660,2835.2010,2806.1820,2826.8740,2839.7650,973274800,8412490000.0000,-0.453941
49,2012-03-20,sh.000038,2819.2590,2820.5070,2781.2590,2782.5440,2826.8740,1018645300,8680580000.0000,-1.568166
50,2012-03-21,sh.000038,2802.1780,2806.5740,2765.4180,2776.0810,2782.5440,974482000,8179820000.0000,-0.232266
51,2012-03-22,sh.000038,2778.3120,2809.1940,2766.0220,2791.9980,2776.0810,919534500,7122890000.0000,0.573362
52,2012-03-23,sh.000038,2785.1220,2794.1480,2765.5310,2773.7620,2791.9980,835991300,6694700000.0000,-0.653155
53,2012-03-26,sh.000038,2774.9090,2788.4000,2769.6320,2780.4180,2773.7620,535436900,4657410000.0000,0.239963
54,2012-03-27,sh.000038,2792.2800,2796.4020,2769.6110,2779.4230,2780.4180,603348700,5365030000.0000,-0.035781
55,2012-03-28,sh.000038,2774.3880,2779.1470,2724.1540,2728.7700,2779.4230,928909500,7894240000.0000,-1.822431
56,2012-03-29,sh.000038,2719.8410,2733.6280,2694.6140,2703.9700,2728.7700,965278900,8264700000.0000,-0.908836
57,2012-03-30,sh.000038,2712.4390,2745.9960,2712.4390,2744.3020,2703.9700,916456300,7474640000.0000,1.491586
58,2012-04-05,sh.000038,2731.4050,2787.0260,2715.4280,2777.6430,2744.3020,1496917900,12887670000.0000,1.214920
59,2012-04-06,sh.000038,2770.2520,2786.6380,2765.3040,2782.8360,2777.6430,948084000,8550120000.0000,0.186952
60,2012-04-09,sh.000038,2771.8250,2779.0070,2753.6240,2754.3820,2782.8360,550197900,4641150000.0000,-1.022477
61,2012-04-10,sh.000038,2751.1700,2785.0310,2730.7710,2782.5610,2754.3820,676339700,6317110000.0000,1.023059
62,2012-04-11,sh.000038,2763.1840,2804.1620,2759.4330,2779.9100,2782.5610,948256300,7932330000.0000,-0.095276
63,2012-04-12,sh.000038,2781.7530,2849.2800,2773.5460,2847.4690,2779.9100,1424861600,13198450000.0000,2.430261
64,2012-04-13,sh.000038,2850.0670,2878.3790,2845.7570,2856.9300,2847.4690,1294741400,13177040000.0000,0.332258
65,2012-04-16,sh.000038,2842.0080,2861.1860,2837.3430,2848.6770,2856.9300,746600100,7145240000.0000,-0.288874
66,2012-04-17,sh.000038,2846.3650,2853.9450,2809.3760,2810.4060,2848.6770,816935000,7581880000.0000,-1.343466
67,2012-04-18,sh.000038,2819.1820,2881.0980,2811.3510,2877.5630,2810.4060,1367122000,12919870000.0000,2.389583
68,2012-04-19,sh.000038,2872.5170,2897.0890,2869.0730,2886.4260,2877.5630,1130352200,13335950000.0000,0.308005
69,2012-04-20,sh.000038,2881.3820,2936.4860,2879.3590,2936.1190,2886.4260,1678429200,17873280000.0000,1.721605
