,date,code,open,high,low,close,preclose,volume,amount,pctChg
0,2014-12-31,sz.399431,5747.8330,5895.3390,5647.5560,5886.6630,0.0000,8534718464,73199349760.0000,0.000000
1,2015-01-05,sz.399431,5930.1540,6056.7170,5819.4810,5979.2480,5886.6630,8375111168,74009743360.0000,1.572792
2,2015-01-06,sz.399431,5899.9900,6140.9850,5843.3540,5913.5020,5979.2480,7889518592,68370954752.0000,-1.099571
3,2015-01-07,sz.399431,5832.1850,5937.6680,5739.8920,5834.6390,5913.5020,5259711232,46622066176.0000,-1.333606
4,2015-01-08,sz.399431,5855.1840,5863.2040,5606.8130,5620.5070,5834.6390,4664359424,40216785408.0000,-3.670018
5,2015-01-09,sz.399431,5592.1770,5975.0920,5561.2600,5673.9150,5620.5070,7529581312,65306657280.0000,0.950238
6,2015-01-12,sz.399431,5648.5740,5717.3320,5497.7120,5603.6960,5673.9150,4512656896,40190636032.0000,-1.237580
7,2015-01-13,sz.399431,5579.0690,5647.7590,5545.6550,5568.1230,5603.6960,2517457040,22422300416.0000,-0.634809
8,2015-01-14,sz.399431,5605.9920,5742.3790,5599.8900,5658.7590,5568.1230,3796261312,33187785216.0000,1.627761
9,2015-01-15,sz.399431,5659.6990,5865.7270,5610.9410,5865.5830,5658.7590,4501140992,39756196864.0000,3.654940
10,2015-01-16,sz.399431,5881.6670,6006.0030,5843.2460,5926.9320,5865.5830,6172528128,56357488640.0000,1.045917
11,2015-01-19,sz.399431,5445.1240,5618.5060,5335.4220,5336.0300,5926.9320,6816077568,58898883328.0000,-9.969785
12,2015-01-20,sz.399431,5333.4360,5437.2110,5234.9620,5353.4000,5336.0300,5327193600,45408279552.0000,0.325525
13,2015-01-21,sz.399431,5386.0220,5674.6470,5329.8370,5631.7350,5353.4000,5914738944,50239717888.0000,5.199219
14,2015-01-22,sz.399431,5618.8950,5644.3820,5530.0520,5608.3790,5631.7350,4102580016,34633790720.0000,-0.414720
15,2015-01-23,sz.399431,5628.9740,5764.8050,5606.6140,5644.4850,5608.3790,4937944064,40947055360.0000,0.643786
16,2015-01-26,sz.399431,5640.6420,5648.6140,5528.7220,5609.3340,5644.4850,3358084976,29016063744.0000,-0.622747
17,2015-01-27,sz.399431,5611.6910,5612.1510,5372.5230,5462.9200,5609.3340,4187948112,35217530368.0000,-2.610186
18,2015-01-28,sz.399431,5402.2840,5491.2100,5349.5730,5387.5120,5462.9200,3092453200,25930527744.0000,-1.380355
19,2015-01-29,sz.399431,5297.5860,5329.6800,5239.5340,5276.8300,5387.5120,3127399808,25186357504.0000,-2.054420
