,date,code,open,high,low,close,preclose,volume,amount,pctChg
0,2015-06-09,sz.399674,3206.0460,3244.4780,3164.2130,3215.3940,0.0000,1163316752,41994330880.0000,-0.283699
1,2015-06-10,sz.399674,3204.6910,3327.8400,3182.2950,3300.3710,3215.3940,1248786992,46343677440.0000,2.642819
2,2015-06-11,sz.399674,3305.6630,3385.1970,3305.4060,3384.4180,3300.3710,1372989904,49808621056.0000,2.546589
3,2015-06-12,sz.399674,3395.6110,3453.8680,3395.5380,3437.4330,3384.4180,1296859056,51181251072.0000,1.566448
4,2015-06-15,sz.399674,3452.8760,3453.5450,3345.9020,3351.6640,3437.4330,1296107552,52839024384.0000,-2.495148
5,2015-06-16,sz.399674,3329.2840,3329.2840,3212.3840,3266.3620,3351.6640,1227751760,47226455040.0000,-2.545064
6,2015-06-17,sz.399674,3268.9960,3326.8210,3145.6440,3310.7160,3266.3620,1064199744,40065498112.0000,1.357902
7,2015-06-18,sz.399674,3301.1440,3316.3660,3172.3320,3174.1810,3310.7160,1037244512,38386252800.0000,-4.124037
8,2015-06-19,sz.399674,3105.2970,3132.1010,2984.5950,3002.9770,3174.1810,989360592,35208048640.0000,-5.393639
9,2015-06-23,sz.399674,2990.9120,3043.9590,2848.8950,3041.6450,3002.9770,1039394784,35505476608.0000,1.287655
10,2015-06-24,sz.399674,3060.5680,3101.8520,2993.7490,3074.7010,3041.6450,1023244480,35373178368.0000,1.086777
11,2015-06-25,sz.399674,3076.8910,3077.4530,2915.2970,2945.9730,3074.7010,933426624,32292569344.0000,-4.186685
12,2015-06-26,sz.399674,2859.9360,2859.9360,2695.9820,2710.0720,2945.9730,982637456,31803291136.0000,-8.007571
13,2015-06-29,sz.399674,2756.9890,2760.4830,2491.8200,2535.3940,2710.0720,1206263296,35454153472.0000,-6.445511
14,2015-06-30,sz.399674,2463.3120,2678.9760,2377.4140,2675.7120,2535.3940,1439593712,41196784128.0000,5.534361
15,2015-07-01,sz.399674,2650.5760,2758.8660,2544.5390,2563.1860,2675.7120,1339466016,42149214720.0000,-4.205456
16,2015-07-02,sz.399674,2549.5580,2566.3400,2382.9580,2428.2140,2563.1860,1276090528,36781275136.0000,-5.265787
17,2015-07-03,sz.399674,2348.5010,2496.6370,2257.0480,2327.8150,2428.2140,1339014864,36410437888.0000,-4.134692
18,2015-07-06,sz.399674,2502.5420,2502.5420,2180.2770,2277.5250,2327.8150,1675950032,44515132160.0000,-2.160397
19,2015-07-07,sz.399674,2201.0540,2205.8340,2121.3310,2132.1560,2277.5250,912734752,23459696640.0000,-6.382757
